state_spaces:  {'first_0': Box(0.0, 1.0, (128,), float32), 'second_0': Box(0.0, 1.0, (128,), float32)} ,  action_spaces:  {'first_0': Discrete(18), 'second_0': Discrete(18)}
['first_0', 'second_0']
exploiter avg. score: 8.95, avg. epi length: 1535
# of episode :960
exploiter avg. score: 11.15, avg. epi length: 1465
# of episode :980
exploiter avg. score: 11.05, avg. epi length: 1513
Final score: 11.05, episode length: 1513
load model:  560 560mappo_single_1
model/pong_v1/selfplay/560mappo_single_1
# of episode :0
exploiter avg. score: 0.3, avg. epi length: 1545
# of episode :20
exploiter avg. score: 10.9, avg. epi length: 1404
# of episode :40
exploiter avg. score: 12.3, avg. epi length: 1330
# of episode :60
exploiter avg. score: 14.75, avg. epi length: 1222
# of episode :80
exploiter avg. score: 15.55, avg. epi length: 1171
# of episode :100
exploiter avg. score: 13.55, avg. epi length: 1260
# of episode :120
exploiter avg. score: 13.6, avg. epi length: 1297
# of episode :140
exploiter avg. score: 13.75, avg. epi length: 1334
# of episode :160
exploiter avg. score: 12.6, avg. epi length: 1357
# of episode :180
exploiter avg. score: 7.3, avg. epi length: 1381
# of episode :200
exploiter avg. score: 11.15, avg. epi length: 1435
# of episode :220
exploiter avg. score: 9.9, avg. epi length: 1405
# of episode :240
exploiter avg. score: 9.95, avg. epi length: 1447
# of episode :260
exploiter avg. score: 10.65, avg. epi length: 1392
# of episode :280
exploiter avg. score: 4.9, avg. epi length: 1444
# of episode :300
exploiter avg. score: 2.8, avg. epi length: 1413
# of episode :320
exploiter avg. score: 1.55, avg. epi length: 1559
# of episode :340
exploiter avg. score: 8.65, avg. epi length: 1474
# of episode :360
exploiter avg. score: 10.25, avg. epi length: 1465
# of episode :380
exploiter avg. score: 6.75, avg. epi length: 1462
# of episode :400
exploiter avg. score: 9.1, avg. epi length: 1401
# of episode :420
exploiter avg. score: 10.45, avg. epi length: 1406
# of episode :440
exploiter avg. score: 11.65, avg. epi length: 1349
# of episode :460
exploiter avg. score: 12.2, avg. epi length: 1363
# of episode :480
exploiter avg. score: 11.65, avg. epi length: 1376
# of episode :500
exploiter avg. score: 11.75, avg. epi length: 1399
# of episode :520
exploiter avg. score: 8.95, avg. epi length: 1470
# of episode :540
exploiter avg. score: 12.85, avg. epi length: 1362
# of episode :560
exploiter avg. score: 8.8, avg. epi length: 1438
# of episode :580
exploiter avg. score: 8.6, avg. epi length: 1600
# of episode :600
exploiter avg. score: 12.05, avg. epi length: 1330
# of episode :620
exploiter avg. score: 9.55, avg. epi length: 1449
# of episode :640
exploiter avg. score: 8.45, avg. epi length: 1454
# of episode :660
exploiter avg. score: 13.8, avg. epi length: 1234
# of episode :680
exploiter avg. score: 10.95, avg. epi length: 1392
# of episode :700
exploiter avg. score: 12.2, avg. epi length: 1291
# of episode :720
exploiter avg. score: 12.6, avg. epi length: 1329
# of episode :740
exploiter avg. score: 9.9, avg. epi length: 1397
# of episode :760
exploiter avg. score: 10.4, avg. epi length: 1372
# of episode :780
exploiter avg. score: 8.8, avg. epi length: 1369
# of episode :800
exploiter avg. score: 12.75, avg. epi length: 1250
# of episode :820
exploiter avg. score: 7.85, avg. epi length: 1277
# of episode :840
exploiter avg. score: 11.55, avg. epi length: 1374
# of episode :860
exploiter avg. score: 4.65, avg. epi length: 1453
# of episode :880
exploiter avg. score: 9.95, avg. epi length: 1427
# of episode :900
exploiter avg. score: 12.5, avg. epi length: 1361
# of episode :920
exploiter avg. score: 10.0, avg. epi length: 1270
# of episode :940
exploiter avg. score: 12.75, avg. epi length: 1296
# of episode :960
exploiter avg. score: 6.45, avg. epi length: 1449
# of episode :980
exploiter avg. score: 1.5, avg. epi length: 1507
Final score: 1.5, episode length: 1507
load model:  640 640mappo_single_1
model/pong_v1/selfplay/640mappo_single_1
# of episode :0
exploiter avg. score: 0.6, avg. epi length: 1444
# of episode :20
exploiter avg. score: 8.55, avg. epi length: 1386
# of episode :40
exploiter avg. score: 10.15, avg. epi length: 1457
# of episode :60
exploiter avg. score: 9.75, avg. epi length: 1526
# of episode :80
exploiter avg. score: 8.7, avg. epi length: 1473
# of episode :100
exploiter avg. score: 9.45, avg. epi length: 1455
# of episode :120
exploiter avg. score: 10.4, avg. epi length: 1457
# of episode :140
exploiter avg. score: 11.3, avg. epi length: 1461
# of episode :160
exploiter avg. score: 10.7, avg. epi length: 1445
# of episode :180
exploiter avg. score: 8.75, avg. epi length: 1480
# of episode :200
exploiter avg. score: 9.95, avg. epi length: 1389
# of episode :220
exploiter avg. score: 10.7, avg. epi length: 1478
# of episode :240
exploiter avg. score: 12.25, avg. epi length: 1422
# of episode :260
exploiter avg. score: 10.95, avg. epi length: 1468
# of episode :280
exploiter avg. score: 5.7, avg. epi length: 1552
# of episode :300
exploiter avg. score: 9.8, avg. epi length: 1552
# of episode :320
exploiter avg. score: 11.4, avg. epi length: 1414
# of episode :340
exploiter avg. score: 11.75, avg. epi length: 1395
# of episode :360
exploiter avg. score: 5.5, avg. epi length: 1623
# of episode :380
exploiter avg. score: 9.85, avg. epi length: 1538
# of episode :400
exploiter avg. score: 9.35, avg. epi length: 1569
# of episode :420
exploiter avg. score: 11.85, avg. epi length: 1430
# of episode :440
exploiter avg. score: 12.3, avg. epi length: 1400
# of episode :460
exploiter avg. score: 12.2, avg. epi length: 1416
# of episode :480
exploiter avg. score: 10.65, avg. epi length: 1474
# of episode :500
exploiter avg. score: 11.65, avg. epi length: 1466
# of episode :520
exploiter avg. score: 10.75, avg. epi length: 1447
# of episode :540
exploiter avg. score: 11.8, avg. epi length: 1381
# of episode :560
exploiter avg. score: 13.8, avg. epi length: 1282
# of episode :580
exploiter avg. score: 9.1, avg. epi length: 1521
# of episode :600
exploiter avg. score: 11.0, avg. epi length: 1494
# of episode :620
exploiter avg. score: 10.75, avg. epi length: 1501
# of episode :640
exploiter avg. score: 12.2, avg. epi length: 1360
# of episode :660
exploiter avg. score: 9.35, avg. epi length: 1489
# of episode :680
exploiter avg. score: 10.0, avg. epi length: 1501
# of episode :700
exploiter avg. score: 9.2, avg. epi length: 1575
# of episode :720
exploiter avg. score: 9.5, avg. epi length: 1532
# of episode :740
exploiter avg. score: 8.95, avg. epi length: 1480
# of episode :760
exploiter avg. score: 5.9, avg. epi length: 1765
# of episode :780
exploiter avg. score: 9.05, avg. epi length: 1552
# of episode :800
exploiter avg. score: 7.7, avg. epi length: 1604
# of episode :820
exploiter avg. score: 5.7, avg. epi length: 1583
# of episode :840
exploiter avg. score: 7.9, avg. epi length: 1531
# of episode :860
exploiter avg. score: 9.85, avg. epi length: 1427
# of episode :880
exploiter avg. score: 4.3, avg. epi length: 1462
# of episode :900
exploiter avg. score: 6.4, avg. epi length: 1546
# of episode :920
exploiter avg. score: 10.9, avg. epi length: 1454
# of episode :940
exploiter avg. score: 12.9, avg. epi length: 1375
# of episode :960
exploiter avg. score: 12.85, avg. epi length: 1332
# of episode :980
exploiter avg. score: 11.35, avg. epi length: 1505
Final score: 11.35, episode length: 1505
load model:  660 660mappo_single_1
model/pong_v1/selfplay/660mappo_single_1
# of episode :0
exploiter avg. score: 0.05, avg. epi length: 2102
# of episode :20
exploiter avg. score: 9.3, avg. epi length: 1539
# of episode :40
exploiter avg. score: 4.0, avg. epi length: 1730
# of episode :60
exploiter avg. score: 5.6, avg. epi length: 1679
# of episode :80
exploiter avg. score: 8.05, avg. epi length: 1559
# of episode :100
exploiter avg. score: 3.45, avg. epi length: 1724
# of episode :120
exploiter avg. score: 4.5, avg. epi length: 1693
# of episode :140
exploiter avg. score: 3.8, avg. epi length: 1625
# of episode :160
exploiter avg. score: 8.5, avg. epi length: 1571
# of episode :180
exploiter avg. score: -1.85, avg. epi length: 1628
# of episode :200
exploiter avg. score: 8.95, avg. epi length: 1598
# of episode :220
exploiter avg. score: 6.35, avg. epi length: 1677
# of episode :240
exploiter avg. score: 8.0, avg. epi length: 1575
# of episode :260
exploiter avg. score: 6.2, avg. epi length: 1678
# of episode :280
exploiter avg. score: 7.05, avg. epi length: 1682
# of episode :300
exploiter avg. score: 3.35, avg. epi length: 1830
# of episode :320
exploiter avg. score: 10.35, avg. epi length: 1518
# of episode :340
exploiter avg. score: 5.3, avg. epi length: 1709
# of episode :360
exploiter avg. score: 2.5, avg. epi length: 1842
# of episode :380
exploiter avg. score: 2.05, avg. epi length: 1772
# of episode :400
exploiter avg. score: 8.55, avg. epi length: 1658
# of episode :420
exploiter avg. score: 7.15, avg. epi length: 1532
# of episode :440
exploiter avg. score: 8.3, avg. epi length: 1571
# of episode :460
exploiter avg. score: 6.85, avg. epi length: 1645
# of episode :480
exploiter avg. score: 4.65, avg. epi length: 1783
# of episode :500
exploiter avg. score: 6.8, avg. epi length: 1792
# of episode :520
exploiter avg. score: 7.65, avg. epi length: 1663
# of episode :540
exploiter avg. score: 5.45, avg. epi length: 1657
# of episode :560
exploiter avg. score: 6.4, avg. epi length: 1698
# of episode :580
exploiter avg. score: 9.4, avg. epi length: 1578
# of episode :600
exploiter avg. score: 10.9, avg. epi length: 1502
# of episode :620
exploiter avg. score: 3.35, avg. epi length: 1765
# of episode :640
exploiter avg. score: 1.05, avg. epi length: 1733
# of episode :660
exploiter avg. score: 5.65, avg. epi length: 1758
# of episode :680
exploiter avg. score: 5.3, avg. epi length: 1742
# of episode :700
exploiter avg. score: 2.2, avg. epi length: 1573
# of episode :720
exploiter avg. score: 1.8, avg. epi length: 1606
# of episode :740
exploiter avg. score: -4.85, avg. epi length: 1554
# of episode :760
exploiter avg. score: 2.45, avg. epi length: 1632
# of episode :780
exploiter avg. score: 1.7, avg. epi length: 1707
# of episode :800
exploiter avg. score: -1.7, avg. epi length: 1774
# of episode :820
exploiter avg. score: 3.65, avg. epi length: 1665
# of episode :840
exploiter avg. score: 4.8, avg. epi length: 1673
# of episode :860
exploiter avg. score: 8.65, avg. epi length: 1573
# of episode :880
exploiter avg. score: 8.6, avg. epi length: 1614
# of episode :900
exploiter avg. score: 5.95, avg. epi length: 1732
# of episode :920
exploiter avg. score: 4.75, avg. epi length: 1564
# of episode :940
exploiter avg. score: 5.2, avg. epi length: 1661
# of episode :960
exploiter avg. score: 3.35, avg. epi length: 1536
# of episode :980
exploiter avg. score: 2.55, avg. epi length: 1761
Final score: 2.55, episode length: 1761
load model:  680 680mappo_single_1
model/pong_v1/selfplay/680mappo_single_1
# of episode :0
exploiter avg. score: 0.75, avg. epi length: 1363
# of episode :20
exploiter avg. score: 8.9, avg. epi length: 1450
# of episode :40
exploiter avg. score: 11.55, avg. epi length: 1314
# of episode :60
exploiter avg. score: 11.9, avg. epi length: 1369
# of episode :80
exploiter avg. score: 12.55, avg. epi length: 1355
# of episode :100
exploiter avg. score: 12.05, avg. epi length: 1363
# of episode :120
exploiter avg. score: 11.5, avg. epi length: 1417
# of episode :140
exploiter avg. score: 6.9, avg. epi length: 1720
# of episode :160
exploiter avg. score: 12.8, avg. epi length: 1364
# of episode :180
exploiter avg. score: 13.6, avg. epi length: 1321
# of episode :200
exploiter avg. score: 9.05, avg. epi length: 1489
# of episode :220
exploiter avg. score: 12.0, avg. epi length: 1334
# of episode :240
exploiter avg. score: 13.6, avg. epi length: 1263
# of episode :260
exploiter avg. score: 13.0, avg. epi length: 1258
# of episode :280
exploiter avg. score: 8.25, avg. epi length: 1535
# of episode :300
exploiter avg. score: 10.6, avg. epi length: 1368
# of episode :320
exploiter avg. score: 10.7, avg. epi length: 1401
# of episode :340
exploiter avg. score: 7.05, avg. epi length: 1458
# of episode :360
exploiter avg. score: 11.2, avg. epi length: 1381
# of episode :380
exploiter avg. score: 10.15, avg. epi length: 1394
# of episode :400
exploiter avg. score: 11.7, avg. epi length: 1349
# of episode :420
exploiter avg. score: 13.5, avg. epi length: 1277
# of episode :440
exploiter avg. score: 9.25, avg. epi length: 1427
# of episode :460
exploiter avg. score: 10.25, avg. epi length: 1445
# of episode :480
exploiter avg. score: 13.1, avg. epi length: 1296
# of episode :500
exploiter avg. score: 15.05, avg. epi length: 1193
# of episode :520
exploiter avg. score: 14.05, avg. epi length: 1258
# of episode :540
exploiter avg. score: 14.65, avg. epi length: 1202
# of episode :560
exploiter avg. score: 11.25, avg. epi length: 1325
# of episode :580
exploiter avg. score: 11.75, avg. epi length: 1418
# of episode :600
exploiter avg. score: 13.65, avg. epi length: 1246
# of episode :620
exploiter avg. score: 12.4, avg. epi length: 1272
# of episode :640
exploiter avg. score: 11.75, avg. epi length: 1293
# of episode :660
exploiter avg. score: 10.65, avg. epi length: 1355
# of episode :680
exploiter avg. score: 7.5, avg. epi length: 1565
# of episode :700
exploiter avg. score: 10.95, avg. epi length: 1406
# of episode :720
exploiter avg. score: 7.45, avg. epi length: 1475
# of episode :740
exploiter avg. score: 9.1, avg. epi length: 1475
# of episode :760
exploiter avg. score: 10.95, avg. epi length: 1362
# of episode :780
exploiter avg. score: 13.9, avg. epi length: 1257
# of episode :800
exploiter avg. score: 12.2, avg. epi length: 1357
# of episode :820
exploiter avg. score: 15.1, avg. epi length: 1207
# of episode :840
exploiter avg. score: 14.8, avg. epi length: 1239
# of episode :860
exploiter avg. score: 11.3, avg. epi length: 1459
# of episode :880
exploiter avg. score: 12.65, avg. epi length: 1334
# of episode :900
exploiter avg. score: 15.25, avg. epi length: 1194
# of episode :920
exploiter avg. score: 12.2, avg. epi length: 1286
# of episode :940
exploiter avg. score: 16.35, avg. epi length: 1115
# of episode :960
exploiter avg. score: 15.1, avg. epi length: 1189
# of episode :980
exploiter avg. score: 14.15, avg. epi length: 1236
Final score: 14.15, episode length: 1236
load model:  700 700mappo_single_1
model/pong_v1/selfplay/700mappo_single_1
# of episode :0
exploiter avg. score: -0.25, avg. epi length: 2281
# of episode :20
exploiter avg. score: 1.2, avg. epi length: 2154
# of episode :40
exploiter avg. score: 2.0, avg. epi length: 2003
# of episode :60
exploiter avg. score: 1.3, avg. epi length: 1977
# of episode :80
exploiter avg. score: 1.25, avg. epi length: 2061
# of episode :100
exploiter avg. score: 3.2, avg. epi length: 2025
# of episode :120
exploiter avg. score: 3.4, avg. epi length: 2031
# of episode :140
exploiter avg. score: 5.3, avg. epi length: 2059
# of episode :160
exploiter avg. score: 2.05, avg. epi length: 2066
# of episode :180
exploiter avg. score: 0.3, avg. epi length: 2050
# of episode :200
exploiter avg. score: -0.1, avg. epi length: 2065
# of episode :220
exploiter avg. score: 1.45, avg. epi length: 2096
# of episode :240
exploiter avg. score: 4.0, avg. epi length: 2058
# of episode :260
exploiter avg. score: -0.25, avg. epi length: 2146
# of episode :280
exploiter avg. score: 3.9, avg. epi length: 2062
# of episode :300
exploiter avg. score: 2.0, avg. epi length: 2135
# of episode :320
exploiter avg. score: 2.05, avg. epi length: 2162
# of episode :340
exploiter avg. score: 4.5, avg. epi length: 1926
# of episode :360
exploiter avg. score: 7.0, avg. epi length: 1945
# of episode :380
exploiter avg. score: 3.6, avg. epi length: 1977
# of episode :400
exploiter avg. score: 3.4, avg. epi length: 2118
# of episode :420
exploiter avg. score: 0.3, avg. epi length: 2262
# of episode :440
exploiter avg. score: 4.45, avg. epi length: 2097
# of episode :460
exploiter avg. score: 3.45, avg. epi length: 2138
# of episode :480
exploiter avg. score: 6.1, avg. epi length: 1960
# of episode :500
exploiter avg. score: 6.45, avg. epi length: 2004
# of episode :520
exploiter avg. score: 6.5, avg. epi length: 1885
# of episode :540
